system:index,count,label,.geo
-27058+8869,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.83579127428018],[-121.52858321210947,39.83579127428018],[-121.52858321210947,39.84028285070078],[-121.53307478853007,39.84028285070078],[-121.53307478853007,39.83579127428018]]]}"
-27058+8875,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53307478853007,39.862740732803765],[-121.52858321210947,39.862740732803765],[-121.52858321210947,39.86723230922436],[-121.53307478853007,39.86723230922436],[-121.53307478853007,39.862740732803765]]]}"
-27059+8828,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53756636495066,39.64714506461508],[-121.53307478853007,39.64714506461508],[-121.53307478853007,39.65612821745628],[-121.53756636495066,39.65612821745628],[-121.53756636495066,39.64714506461508]]]}"
-27059+8840,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53756636495066,39.70553555808285],[-121.53307478853007,39.70553555808285],[-121.53307478853007,39.71002713450345],[-121.53756636495066,39.71002713450345],[-121.53756636495066,39.70553555808285]]]}"
-27059+8852,2,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54205794137127,39.75943447513002],[-121.53307478853007,39.75943447513002],[-121.53307478853007,39.76392605155062],[-121.54205794137127,39.76392605155062],[-121.54205794137127,39.75943447513002]]]}"
-27059+8855,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.53756636495066,39.772909204391816],[-121.53307478853007,39.772909204391816],[-121.53307478853007,39.777400780812414],[-121.53756636495066,39.777400780812414],[-121.53756636495066,39.772909204391816]]]}"
-27059+8856,5,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.54654951779186,39.772909204391816],[-121.53756636495066,39.772909204391816],[-121.53756636495066,39.777400780812414],[-121.54654951779186,39.777400780812414],[-121.54654951779186,39.772909204391816]]],[[[-121.53307478853007,39.772909204391816],[-121.52409163568888,39.772909204391816],[-121.52409163568888,39.777400780812414],[-121.53307478853007,39.777400780812414],[-121.53307478853007,39.772909204391816]]],[[[-121.53756636495066,39.777400780812414],[-121.53307478853007,39.777400780812414],[-121.53307478853007,39.78189235723301],[-121.53756636495066,39.78189235723301],[-121.53756636495066,39.777400780812414]]]]}"
-27060+8856,2,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54654951779186,39.777400780812414],[-121.53756636495066,39.777400780812414],[-121.53756636495066,39.78189235723301],[-121.54654951779186,39.78189235723301],[-121.54654951779186,39.777400780812414]]]}"
-27060+8869,2,325,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54654951779186,39.83579127428018],[-121.53756636495066,39.83579127428018],[-121.53756636495066,39.84028285070078],[-121.54654951779186,39.84028285070078],[-121.54654951779186,39.83579127428018]]]}"
-27061+8837,3,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54654951779186,39.696552405241654],[-121.54654951779186,39.687569252400465],[-121.53756636495066,39.687569252400465],[-121.53756636495066,39.692060828821056],[-121.54205794137127,39.692060828821056],[-121.54205794137127,39.696552405241654],[-121.54654951779186,39.696552405241654]]]}"
-27061+8844,6,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54654951779186,39.72799344018584],[-121.54654951779186,39.719010287344645],[-121.55104109421247,39.719010287344645],[-121.55104109421247,39.71451871092405],[-121.53756636495066,39.71451871092405],[-121.53756636495066,39.72350186376524],[-121.54205794137127,39.72350186376524],[-121.54205794137127,39.72799344018584],[-121.54654951779186,39.72799344018584]]]}"
-27061+8846,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54654951779186,39.73248501660644],[-121.54205794137127,39.73248501660644],[-121.54205794137127,39.73697659302704],[-121.54654951779186,39.73697659302704],[-121.54654951779186,39.73248501660644]]]}"
-27061+8853,2,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.54654951779186,39.75943447513002],[-121.54205794137127,39.75943447513002],[-121.54205794137127,39.76841762797122],[-121.54654951779186,39.76841762797122],[-121.54654951779186,39.75943447513002]]]}"
-27062+8836,4,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.55553267063306,39.692060828821056],[-121.55553267063306,39.687569252400465],[-121.55104109421247,39.687569252400465],[-121.55104109421247,39.68307767597987],[-121.54205794137127,39.68307767597987],[-121.54205794137127,39.687569252400465],[-121.54654951779186,39.687569252400465],[-121.54654951779186,39.692060828821056],[-121.55553267063306,39.692060828821056]]]}"
-27062+8861,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.55553267063306,39.799858662915405],[-121.54654951779186,39.799858662915405],[-121.54654951779186,39.804350239335996],[-121.55553267063306,39.804350239335996],[-121.55553267063306,39.799858662915405]]]}"
-27063+8839,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.55553267063306,39.70104398166225],[-121.55104109421247,39.70104398166225],[-121.55104109421247,39.70553555808285],[-121.55553267063306,39.70553555808285],[-121.55553267063306,39.70104398166225]]]}"
-27063+8843,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.55553267063306,39.719010287344645],[-121.55104109421247,39.719010287344645],[-121.55104109421247,39.72350186376524],[-121.55553267063306,39.72350186376524],[-121.55553267063306,39.719010287344645]]]}"
-27063+8847,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.55553267063306,39.73697659302704],[-121.55104109421247,39.73697659302704],[-121.55104109421247,39.741468169447636],[-121.55553267063306,39.741468169447636],[-121.55553267063306,39.73697659302704]]]}"
-27063+8868,3,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56451582347425,39.831299697859585],[-121.55104109421247,39.831299697859585],[-121.55104109421247,39.83579127428018],[-121.56451582347425,39.83579127428018],[-121.56451582347425,39.831299697859585]]]}"
-27063+8872,980,313,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.63188946978322,39.777400780812414],[-121.62739789336261,39.777400780812414],[-121.62739789336261,39.78189235723301],[-121.63188946978322,39.78189235723301],[-121.63188946978322,39.777400780812414]]],[[[-121.53307478853007,39.84477442712138],[-121.52409163568888,39.84477442712138],[-121.52409163568888,39.84926600354198],[-121.53307478853007,39.84926600354198],[-121.53307478853007,39.84477442712138]]],[[[-121.51061690642707,39.84477442712138],[-121.50163375358589,39.84477442712138],[-121.50163375358589,39.84926600354198],[-121.51061690642707,39.84926600354198],[-121.51061690642707,39.84477442712138]]],[[[-121.45671798937991,39.777400780812414],[-121.4522264129593,39.777400780812414],[-121.4522264129593,39.78189235723301],[-121.45671798937991,39.78189235723301],[-121.45671798937991,39.777400780812414]]],[[[-121.60943158768023,39.750451322288825],[-121.57349897631545,39.750451322288825],[-121.57349897631545,39.75494289870942],[-121.58248212915665,39.75494289870942],[-121.58248212915665,39.75943447513002],[-121.56900739989484,39.75943447513002],[-121.56900739989484,39.76392605155062],[-121.57349897631545,39.76392605155062],[-121.57349897631545,39.76841762797122],[-121.56002424705366,39.76841762797122],[-121.56002424705366,39.772909204391816],[-121.57349897631545,39.772909204391816],[-121.57349897631545,39.777400780812414],[-121.57799055273604,39.777400780812414],[-121.57799055273604,39.78189235723301],[-121.57349897631545,39.78189235723301],[-121.57349897631545,39.79087551007421],[-121.56451582347425,39.79087551007421],[-121.56451582347425,39.79536708649481],[-121.56900739989484,39.79536708649481],[-121.56900739989484,39.799858662915405],[-121.58248212915665,39.799858662915405],[-121.58248212915665,39.808841815756594],[-121.57349897631545,39.808841815756594],[-121.57349897631545,39.81333339217719],[-121.56002424705366,39.81333339217719],[-121.56002424705366,39.808841815756594],[-121.56451582347425,39.808841815756594],[-121.56451582347425,39.804350239336],[-121.54654951779186,39.804350239336],[-121.54654951779186,39.799858662915405],[-121.51960005926827,39.799858662915405],[-121.51960005926827,39.804350239336],[-121.52858321210947,39.804350239336],[-121.52858321210947,39.808841815756594],[-121.50163375358589,39.808841815756594],[-121.50163375358589,39.81333339217719],[-121.51061690642707,39.81333339217719],[-121.51061690642707,39.81782496859779],[-121.4926506007447,39.81782496859779],[-121.4926506007447,39.804350239336],[-121.48815902432409,39.804350239336],[-121.48815902432409,39.799858662915405],[-121.50163375358589,39.799858662915405],[-121.50163375358589,39.79536708649481],[-121.4926506007447,39.79536708649481],[-121.4926506007447,39.79087551007421],[-121.49714217716529,39.79087551007421],[-121.49714217716529,39.78638393365361],[-121.48815902432409,39.78638393365361],[-121.48815902432409,39.78189235723301],[-121.50163375358589,39.78189235723301],[-121.50163375358589,39.777400780812414],[-121.4926506007447,39.777400780812414],[-121.4926506007447,39.772909204391816],[-121.51061690642707,39.772909204391816],[-121.51061690642707,39.76841762797122],[-121.54205794137127,39.76841762797122],[-121.54205794137127,39.76392605155062],[-121.53307478853007,39.76392605155062],[-121.53307478853007,39.75943447513002],[-121.56002424705366,39.75943447513002],[-121.56002424705366,39.75494289870942],[-121.55104109421247,39.75494289870942],[-121.55104109421247,39.750451322288825],[-121.55553267063306,39.750451322288825],[-121.55553267063306,39.745959745868234],[-121.54654951779186,39.745959745868234],[-121.54654951779186,39.741468169447636],[-121.55104109421247,39.741468169447636],[-121.55104109421247,39.73697659302704],[-121.55553267063306,39.73697659302704],[-121.55553267063306,39.741468169447636],[-121.56451582347425,39.741468169447636],[-121.56451582347425,39.73248501660644],[-121.56002424705366,39.73248501660644],[-121.56002424705366,39.72350186376524],[-121.55104109421247,39.72350186376524],[-121.55104109421247,39.719010287344645],[-121.56002424705366,39.719010287344645],[-121.56002424705366,39.70104398166225],[-121.55553267063306,39.70104398166225],[-121.55553267063306,39.692060828821056],[-121.54654951779186,39.692060828821056],[-121.54654951779186,39.696552405241654],[-121.54205794137127,39.696552405241654],[-121.54205794137127,39.692060828821056],[-121.53307478853007,39.692060828821056],[-121.53307478853007,39.70553555808285],[-121.53756636495066,39.70553555808285],[-121.53756636495066,39.71002713450345],[-121.52409163568888,39.71002713450345],[-121.52409163568888,39.71451871092405],[-121.51960005926827,39.71451871092405],[-121.51960005926827,39.71002713450345],[-121.50612533000648,39.71002713450345],[-121.50612533000648,39.70553555808285],[-121.49714217716529,39.70553555808285],[-121.49714217716529,39.70104398166225],[-121.4836674479035,39.70104398166225],[-121.4836674479035,39.70553555808285],[-121.4926506007447,39.70553555808285],[-121.4926506007447,39.71451871092405],[-121.48815902432409,39.71451871092405],[-121.48815902432409,39.719010287344645],[-121.4836674479035,39.719010287344645],[-121.4836674479035,39.72350186376524],[-121.4612095658005,39.72350186376524],[-121.4612095658005,39.72799344018584],[-121.4701927186417,39.72799344018584],[-121.4701927186417,39.73248501660644],[-121.4746842950623,39.73248501660644],[-121.4746842950623,39.73697659302704],[-121.4657011422211,39.73697659302704],[-121.4657011422211,39.73248501660644],[-121.45671798937991,39.73248501660644],[-121.45671798937991,39.73697659302704],[-121.4612095658005,39.73697659302704],[-121.4612095658005,39.741468169447636],[-121.4701927186417,39.741468169447636],[-121.4701927186417,39.745959745868234],[-121.4791758714829,39.745959745868234],[-121.4791758714829,39.750451322288825],[-121.4746842950623,39.750451322288825],[-121.4746842950623,39.75494289870942],[-121.4701927186417,39.75494289870942],[-121.4701927186417,39.75943447513002],[-121.4657011422211,39.75943447513002],[-121.4657011422211,39.76841762797122],[-121.4746842950623,39.76841762797122],[-121.4746842950623,39.772909204391816],[-121.4701927186417,39.772909204391816],[-121.4701927186417,39.78189235723301],[-121.4657011422211,39.78189235723301],[-121.4657011422211,39.78638393365361],[-121.4612095658005,39.78638393365361],[-121.4612095658005,39.79536708649481],[-121.45671798937991,39.79536708649481],[-121.45671798937991,39.799858662915405],[-121.4522264129593,39.799858662915405],[-121.4522264129593,39.804350239336],[-121.4612095658005,39.804350239336],[-121.4612095658005,39.808841815756594],[-121.44324326011812,39.808841815756594],[-121.44324326011812,39.81782496859779],[-121.44773483653871,39.81782496859779],[-121.44773483653871,39.82231654501839],[-121.4522264129593,39.82231654501839],[-121.4522264129593,39.82680812143899],[-121.4701927186417,39.82680812143899],[-121.4701927186417,39.831299697859585],[-121.4836674479035,39.831299697859585],[-121.4836674479035,39.83579127428018],[-121.4791758714829,39.83579127428018],[-121.4791758714829,39.84028285070078],[-121.4926506007447,39.84028285070078],[-121.4926506007447,39.84477442712138],[-121.50163375358589,39.84477442712138],[-121.50163375358589,39.84028285070078],[-121.51510848284768,39.84028285070078],[-121.51510848284768,39.84477442712138],[-121.52409163568888,39.84477442712138],[-121.52409163568888,39.84028285070078],[-121.52858321210947,39.84028285070078],[-121.52858321210947,39.83579127428018],[-121.53307478853007,39.83579127428018],[-121.53307478853007,39.84028285070078],[-121.53756636495066,39.84028285070078],[-121.53756636495066,39.83579127428018],[-121.54654951779186,39.83579127428018],[-121.54654951779186,39.84477442712138],[-121.55553267063306,39.84477442712138],[-121.55553267063306,39.84926600354198],[-121.55104109421247,39.84926600354198],[-121.55104109421247,39.853757579962576],[-121.56451582347425,39.853757579962576],[-121.56451582347425,39.84926600354198],[-121.57349897631545,39.84926600354198],[-121.57349897631545,39.84477442712138],[-121.56900739989484,39.84477442712138],[-121.56900739989484,39.84028285070078],[-121.57349897631545,39.84028285070078],[-121.57349897631545,39.83579127428018],[-121.56900739989484,39.83579127428018],[-121.56900739989484,39.831299697859585],[-121.57799055273604,39.831299697859585],[-121.57799055273604,39.82680812143899],[-121.58697370557724,39.82680812143899],[-121.58697370557724,39.831299697859585],[-121.59595685841843,39.831299697859585],[-121.59595685841843,39.82680812143899],[-121.60943158768023,39.82680812143899],[-121.60943158768023,39.82231654501839],[-121.60494001125963,39.82231654501839],[-121.60494001125963,39.81782496859779],[-121.61392316410083,39.81782496859779],[-121.61392316410083,39.81333339217719],[-121.60943158768023,39.81333339217719],[-121.60943158768023,39.808841815756594],[-121.62290631694202,39.808841815756594],[-121.62290631694202,39.804350239336],[-121.61841474052143,39.804350239336],[-121.61841474052143,39.799858662915405],[-121.61392316410083,39.799858662915405],[-121.61392316410083,39.79536708649481],[-121.62290631694202,39.79536708649481],[-121.62290631694202,39.79087551007421],[-121.63638104620381,39.79087551007421],[-121.63638104620381,39.78638393365361],[-121.62739789336261,39.78638393365361],[-121.62739789336261,39.78189235723301],[-121.62290631694202,39.78189235723301],[-121.62290631694202,39.78638393365361],[-121.61392316410083,39.78638393365361],[-121.61392316410083,39.78189235723301],[-121.61841474052143,39.78189235723301],[-121.61841474052143,39.777400780812414],[-121.62290631694202,39.777400780812414],[-121.62290631694202,39.772909204391816],[-121.63638104620381,39.772909204391816],[-121.63638104620381,39.76841762797122],[-121.64087262262441,39.76841762797122],[-121.64087262262441,39.772909204391816],[-121.6633305047274,39.772909204391816],[-121.6633305047274,39.76392605155062],[-121.6723136575686,39.76392605155062],[-121.6723136575686,39.76841762797122],[-121.69027996325099,39.76841762797122],[-121.69027996325099,39.772909204391816],[-121.70375469251277,39.772909204391816],[-121.70375469251277,39.76841762797122],[-121.72172099819517,39.76841762797122],[-121.72172099819517,39.76392605155062],[-121.72621257461577,39.76392605155062],[-121.72621257461577,39.75494289870942],[-121.73070415103636,39.75494289870942],[-121.73070415103636,39.750451322288825],[-121.74867045671876,39.750451322288825],[-121.74867045671876,39.745959745868234],[-121.75765360955995,39.745959745868234],[-121.75765360955995,39.741468169447636],[-121.75316203313935,39.741468169447636],[-121.75316203313935,39.73697659302704],[-121.75765360955995,39.73697659302704],[-121.75765360955995,39.72799344018584],[-121.76214518598054,39.72799344018584],[-121.76214518598054,39.73248501660644],[-121.76663676240115,39.73248501660644],[-121.76663676240115,39.72799344018584],[-121.77112833882174,39.72799344018584],[-121.77112833882174,39.72350186376524],[-121.76663676240115,39.72350186376524],[-121.76663676240115,39.719010287344645],[-121.76214518598054,39.719010287344645],[-121.76214518598054,39.71451871092405],[-121.72621257461577,39.71451871092405],[-121.72621257461577,39.719010287344645],[-121.72172099819517,39.719010287344645],[-121.72172099819517,39.71451871092405],[-121.71722942177458,39.71451871092405],[-121.71722942177458,39.71002713450345],[-121.72172099819517,39.71002713450345],[-121.72172099819517,39.70553555808285],[-121.71722942177458,39.70553555808285],[-121.71722942177458,39.692060828821056],[-121.71273784535397,39.692060828821056],[-121.71273784535397,39.70104398166225],[-121.69477153967158,39.70104398166225],[-121.69477153967158,39.71002713450345],[-121.68578838683038,39.71002713450345],[-121.68578838683038,39.71451871092405],[-121.68129681040979,39.71451871092405],[-121.68129681040979,39.719010287344645],[-121.6723136575686,39.719010287344645],[-121.6723136575686,39.72350186376524],[-121.6768052339892,39.72350186376524],[-121.6768052339892,39.72799344018584],[-121.6633305047274,39.72799344018584],[-121.6633305047274,39.73248501660644],[-121.667822081148,39.73248501660644],[-121.667822081148,39.741468169447636],[-121.68129681040979,39.741468169447636],[-121.68129681040979,39.745959745868234],[-121.64985577546561,39.745959745868234],[-121.64985577546561,39.741468169447636],[-121.6588389283068,39.741468169447636],[-121.6588389283068,39.73248501660644],[-121.6543473518862,39.73248501660644],[-121.6543473518862,39.72799344018584],[-121.6588389283068,39.72799344018584],[-121.6588389283068,39.719010287344645],[-121.6633305047274,39.719010287344645],[-121.6633305047274,39.72350186376524],[-121.667822081148,39.72350186376524],[-121.667822081148,39.71451871092405],[-121.64985577546561,39.71451871092405],[-121.64985577546561,39.719010287344645],[-121.645364199045,39.719010287344645],[-121.645364199045,39.73248501660644],[-121.64087262262441,39.73248501660644],[-121.64087262262441,39.72799344018584],[-121.62739789336261,39.72799344018584],[-121.62739789336261,39.72350186376524],[-121.60044843483904,39.72350186376524],[-121.60044843483904,39.72799344018584],[-121.60943158768023,39.72799344018584],[-121.60943158768023,39.73248501660644],[-121.61841474052143,39.73248501660644],[-121.61841474052143,39.73697659302704],[-121.61392316410083,39.73697659302704],[-121.61392316410083,39.741468169447636],[-121.60044843483904,39.741468169447636],[-121.60044843483904,39.745959745868234],[-121.60943158768023,39.745959745868234],[-121.60943158768023,39.750451322288825]],[[-121.60943158768023,39.750451322288825],[-121.60943158768023,39.75494289870942],[-121.61392316410083,39.75494289870942],[-121.61392316410083,39.75943447513002],[-121.61841474052143,39.75943447513002],[-121.61841474052143,39.75494289870942],[-121.62290631694202,39.75494289870942],[-121.62290631694202,39.76841762797122],[-121.62739789336261,39.76841762797122],[-121.62739789336261,39.76392605155062],[-121.64087262262441,39.76392605155062],[-121.64087262262441,39.75943447513002],[-121.63638104620381,39.75943447513002],[-121.63638104620381,39.750451322288825],[-121.63188946978322,39.750451322288825],[-121.63188946978322,39.75494289870942],[-121.62739789336261,39.75494289870942],[-121.62739789336261,39.750451322288825],[-121.60943158768023,39.750451322288825]],[[-121.59595685841843,39.82680812143899],[-121.59595685841843,39.82231654501839],[-121.59146528199784,39.82231654501839],[-121.59146528199784,39.82680812143899],[-121.59595685841843,39.82680812143899]],[[-121.56002424705366,39.81333339217719],[-121.55553267063306,39.81333339217719],[-121.55553267063306,39.831299697859585],[-121.55104109421247,39.831299697859585],[-121.55104109421247,39.83579127428018],[-121.56451582347425,39.83579127428018],[-121.56451582347425,39.831299697859585],[-121.56002424705366,39.831299697859585],[-121.56002424705366,39.82680812143899],[-121.56900739989484,39.82680812143899],[-121.56900739989484,39.81782496859779],[-121.56002424705366,39.81782496859779],[-121.56002424705366,39.81333339217719]],[[-121.55553267063306,39.70104398166225],[-121.55104109421247,39.70104398166225],[-121.55104109421247,39.70553555808285],[-121.55553267063306,39.70553555808285],[-121.55553267063306,39.70104398166225]],[[-121.55104109421247,39.719010287344645],[-121.55104109421247,39.71451871092405],[-121.53756636495066,39.71451871092405],[-121.53756636495066,39.72350186376524],[-121.54205794137127,39.72350186376524],[-121.54205794137127,39.72799344018584],[-121.54654951779186,39.72799344018584],[-121.54654951779186,39.719010287344645],[-121.55104109421247,39.719010287344645]],[[-121.48815902432409,39.78189235723301],[-121.48815902432409,39.777400780812414],[-121.4791758714829,39.777400780812414],[-121.4791758714829,39.78189235723301],[-121.48815902432409,39.78189235723301]],[[-121.4791758714829,39.750451322288825],[-121.4791758714829,39.75494289870942],[-121.48815902432409,39.75494289870942],[-121.48815902432409,39.750451322288825],[-121.4791758714829,39.750451322288825]],[[-121.4746842950623,39.73697659302704],[-121.4746842950623,39.741468169447636],[-121.4791758714829,39.741468169447636],[-121.4791758714829,39.73697659302704],[-121.4746842950623,39.73697659302704]],[[-121.75765360955995,39.719010287344645],[-121.74867045671876,39.719010287344645],[-121.74867045671876,39.72350186376524],[-121.75765360955995,39.72350186376524],[-121.75765360955995,39.719010287344645]],[[-121.70375469251277,39.70553555808285],[-121.69926311609218,39.70553555808285],[-121.69926311609218,39.71002713450345],[-121.70375469251277,39.71002713450345],[-121.70375469251277,39.70553555808285]],[[-121.70375469251277,39.741468169447636],[-121.69027996325099,39.741468169447636],[-121.69027996325099,39.745959745868234],[-121.69477153967158,39.745959745868234],[-121.69477153967158,39.750451322288825],[-121.69926311609218,39.750451322288825],[-121.69926311609218,39.745959745868234],[-121.70375469251277,39.745959745868234],[-121.70375469251277,39.741468169447636]],[[-121.69926311609218,39.72350186376524],[-121.69477153967158,39.72350186376524],[-121.69477153967158,39.72799344018584],[-121.68129681040979,39.72799344018584],[-121.68129681040979,39.73248501660644],[-121.69926311609218,39.73248501660644],[-121.69926311609218,39.72350186376524]],[[-121.68578838683038,39.750451322288825],[-121.68129681040979,39.750451322288825],[-121.68129681040979,39.75494289870942],[-121.68578838683038,39.75494289870942],[-121.68578838683038,39.750451322288825]],[[-121.68129681040979,39.75943447513002],[-121.6768052339892,39.75943447513002],[-121.6768052339892,39.76392605155062],[-121.68129681040979,39.76392605155062],[-121.68129681040979,39.75943447513002]],[[-121.6768052339892,39.750451322288825],[-121.6723136575686,39.750451322288825],[-121.6723136575686,39.75494289870942],[-121.6768052339892,39.75494289870942],[-121.6768052339892,39.750451322288825]],[[-121.6543473518862,39.76392605155062],[-121.645364199045,39.76392605155062],[-121.645364199045,39.76841762797122],[-121.6543473518862,39.76841762797122],[-121.6543473518862,39.76392605155062]],[[-121.645364199045,39.745959745868234],[-121.64087262262441,39.745959745868234],[-121.64087262262441,39.750451322288825],[-121.645364199045,39.750451322288825],[-121.645364199045,39.745959745868234]],[[-121.58248212915665,39.79087551007421],[-121.57799055273604,39.79087551007421],[-121.57799055273604,39.79536708649481],[-121.58248212915665,39.79536708649481],[-121.58248212915665,39.79087551007421]],[[-121.54654951779186,39.73248501660644],[-121.54205794137127,39.73248501660644],[-121.54205794137127,39.73697659302704],[-121.54654951779186,39.73697659302704],[-121.54654951779186,39.73248501660644]],[[-121.53307478853007,39.72799344018584],[-121.52858321210947,39.72799344018584],[-121.52858321210947,39.72350186376524],[-121.52409163568888,39.72350186376524],[-121.52409163568888,39.73248501660644],[-121.53307478853007,39.73248501660644],[-121.53307478853007,39.72799344018584]],[[-121.52858321210947,39.75943447513002],[-121.52409163568888,39.75943447513002],[-121.52409163568888,39.76392605155062],[-121.52858321210947,39.76392605155062],[-121.52858321210947,39.75943447513002]],[[-121.51960005926827,39.741468169447636],[-121.51510848284768,39.741468169447636],[-121.51510848284768,39.745959745868234],[-121.51960005926827,39.745959745868234],[-121.51960005926827,39.741468169447636]],[[-121.4836674479035,39.79087551007421],[-121.4746842950623,39.79087551007421],[-121.4746842950623,39.79536708649481],[-121.4836674479035,39.79536708649481],[-121.4836674479035,39.79087551007421]],[[-121.53307478853007,39.82231654501839],[-121.54654951779186,39.82231654501839],[-121.54654951779186,39.81782496859779],[-121.53307478853007,39.81782496859779],[-121.53307478853007,39.82231654501839]],[[-121.70824626893338,39.719010287344645],[-121.70824626893338,39.72350186376524],[-121.71273784535397,39.72350186376524],[-121.71273784535397,39.719010287344645],[-121.70824626893338,39.719010287344645]],[[-121.59595685841843,39.804350239336],[-121.60044843483904,39.804350239336],[-121.60044843483904,39.799858662915405],[-121.59595685841843,39.799858662915405],[-121.59595685841843,39.804350239336]],[[-121.53307478853007,39.82231654501839],[-121.51960005926827,39.82231654501839],[-121.51960005926827,39.82680812143899],[-121.53307478853007,39.82680812143899],[-121.53307478853007,39.82231654501839]],[[-121.70824626893338,39.719010287344645],[-121.70824626893338,39.71451871092405],[-121.69926311609218,39.71451871092405],[-121.69926311609218,39.719010287344645],[-121.70824626893338,39.719010287344645]],[[-121.51061690642707,39.73248501660644],[-121.51061690642707,39.73697659302704],[-121.51510848284768,39.73697659302704],[-121.51510848284768,39.73248501660644],[-121.51061690642707,39.73248501660644]],[[-121.59595685841843,39.804350239336],[-121.58697370557724,39.804350239336],[-121.58697370557724,39.808841815756594],[-121.59595685841843,39.808841815756594],[-121.59595685841843,39.804350239336]],[[-121.51061690642707,39.73248501660644],[-121.51061690642707,39.719010287344645],[-121.50612533000648,39.719010287344645],[-121.50612533000648,39.72350186376524],[-121.49714217716529,39.72350186376524],[-121.49714217716529,39.72799344018584],[-121.50612533000648,39.72799344018584],[-121.50612533000648,39.73248501660644],[-121.51061690642707,39.73248501660644]]],[[[-121.56002424705366,39.719010287344645],[-121.56002424705366,39.72350186376524],[-121.56451582347425,39.72350186376524],[-121.56451582347425,39.73248501660644],[-121.56900739989484,39.73248501660644],[-121.56900739989484,39.741468169447636],[-121.58248212915665,39.741468169447636],[-121.58248212915665,39.73697659302704],[-121.57349897631545,39.73697659302704],[-121.57349897631545,39.73248501660644],[-121.57799055273604,39.73248501660644],[-121.57799055273604,39.72799344018584],[-121.56900739989484,39.72799344018584],[-121.56900739989484,39.72350186376524],[-121.58248212915665,39.72350186376524],[-121.58248212915665,39.719010287344645],[-121.57349897631545,39.719010287344645],[-121.57349897631545,39.71451871092405],[-121.56451582347425,39.71451871092405],[-121.56451582347425,39.719010287344645],[-121.56002424705366,39.719010287344645]]],[[[-121.56900739989484,39.799858662915405],[-121.56451582347425,39.799858662915405],[-121.56451582347425,39.804350239336],[-121.56900739989484,39.804350239336],[-121.56900739989484,39.799858662915405]]],[[[-121.4612095658005,39.78189235723301],[-121.45671798937991,39.78189235723301],[-121.45671798937991,39.78638393365361],[-121.4612095658005,39.78638393365361],[-121.4612095658005,39.78189235723301]]]]}"
-27064+8838,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56002424705366,39.696552405241654],[-121.55553267063306,39.696552405241654],[-121.55553267063306,39.70104398166225],[-121.56002424705366,39.70104398166225],[-121.56002424705366,39.696552405241654]]]}"
-27064+8861,2,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56451582347425,39.799858662915405],[-121.55553267063306,39.799858662915405],[-121.55553267063306,39.804350239335996],[-121.56451582347425,39.804350239335996],[-121.56451582347425,39.799858662915405]]]}"
-27064+8866,14,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.56002424705366,39.81333339217719],[-121.55553267063306,39.81333339217719],[-121.55553267063306,39.82680812143899],[-121.56900739989484,39.82680812143899],[-121.56900739989484,39.82231654501839],[-121.56002424705366,39.82231654501839],[-121.56002424705366,39.81333339217719]]],[[[-121.56002424705366,39.81333339217719],[-121.57349897631545,39.81333339217719],[-121.57349897631545,39.808841815756594],[-121.58248212915665,39.808841815756594],[-121.58248212915665,39.804350239336],[-121.57799055273604,39.804350239336],[-121.57799055273604,39.799858662915405],[-121.56900739989484,39.799858662915405],[-121.56900739989484,39.804350239336],[-121.56451582347425,39.804350239336],[-121.56451582347425,39.808841815756594],[-121.56002424705366,39.808841815756594],[-121.56002424705366,39.81333339217719]]]]}"
-27064+8867,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56002424705366,39.82680812143899],[-121.55553267063306,39.82680812143899],[-121.55553267063306,39.831299697859585],[-121.56002424705366,39.831299697859585],[-121.56002424705366,39.82680812143899]]]}"
