element_type,osmid,name,tourism,geometry,start_date,nodes,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,brand,brand:wikidata,building,designation,phone,shop,toilets,website,wheelchair,amenity,operator,self_service,cuisine,official_name,healthcare,addr:country,email,layer,source,brand:wikipedia,alt_name,drive_through,opening_hours,ref,takeaway,atm,internet_access,building:levels,wikidata,addr:unit,ele,gnis:feature_id,denomination,religion,historic,tomb,townhall:type,access,toilets:disposal,unisex,description,operator:type,office,craft,leisure,note,telecom,check_date,social_centre:for,architect,level,healthcare:counselling,operator:wikidata,operator:website,operator:wikipedia,building:part,shelter_type,bench,generator:method,generator:output:electricity,generator:source,generator:type,power,ways,type
way,962996271,,,"POLYGON ((-121.442831 37.744116, -121.442946 37.744116, -121.442946 37.743993, -121.442831 37.743993, -121.442831 37.744116))",,"[8907929042, 8907929043, 8907929044, 8907929045, 8907929042]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996272,,,"POLYGON ((-121.443096 37.743957, -121.443252 37.743957, -121.443252 37.743881, -121.443319 37.743881, -121.443319 37.743821, -121.443096 37.743821, -121.443096 37.743957))",,"[8907929046, 8907929047, 8907929048, 8907929049, 8907929050, 8907929051, 8907929046]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996273,,,"POLYGON ((-121.44277 37.743832, -121.442767 37.743889, -121.442831 37.743892, -121.442827 37.743962, -121.442942 37.743966, -121.442949 37.743839, -121.44277 37.743832))",,"[8907929052, 8907929053, 8907929054, 8907929055, 8907929056, 8907929057, 8907929052]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996274,,,"POLYGON ((-121.442951 37.743662, -121.442768 37.743662, -121.442769 37.743797, -121.442951 37.743797, -121.442951 37.743662))",,"[8907929058, 8907929059, 8907929060, 8907929061, 8907929058]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996275,,,"POLYGON ((-121.443188 37.743792, -121.443319 37.743792, -121.443319 37.743654, -121.443121 37.743654, -121.443121 37.743732, -121.443188 37.743732, -121.443188 37.743792))",,"[8907929062, 8907929063, 8907929064, 8907929065, 8907929066, 8907929067, 8907929062]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996276,,,"POLYGON ((-121.443252 37.743486, -121.443099 37.743486, -121.443099 37.743538, -121.443129 37.743538, -121.443129 37.743624, -121.443316 37.743624, -121.443316 37.743567, -121.443252 37.743567, -121.443252 37.743486))",,"[8907929068, 8907929069, 8907929070, 8907929071, 8907929072, 8907929073, 8907929074, 8907929075, 8907929068]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996277,,,"POLYGON ((-121.44301 37.743558, -121.443009 37.743497, -121.442835 37.743498, -121.442836 37.743577, -121.442773 37.743578, -121.442774 37.74363, -121.44296 37.743629, -121.442959 37.743559, -121.44301 37.743558))",,"[8907929076, 8907929077, 8907929078, 8907929079, 8907929080, 8907929081, 8907929082, 8907929083, 8907929076]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996278,,,"POLYGON ((-121.443322 37.743313, -121.44313 37.743316, -121.443134 37.743463, -121.443259 37.743461, -121.443257 37.74338, -121.443324 37.743379, -121.443322 37.743313))",,"[8907929084, 8907929085, 8907929086, 8907929087, 8907929088, 8907929089, 8907929084]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996279,,,"POLYGON ((-121.442965 37.743325, -121.442777 37.743325, -121.442777 37.743385, -121.442847 37.743385, -121.442847 37.74345, -121.442965 37.74345, -121.442965 37.743325))",,"[8907929090, 8907929091, 8907929092, 8907929093, 8907929094, 8907929095, 8907929090]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996280,,,"POLYGON ((-121.443077 37.743188, -121.443079 37.743285, -121.443333 37.743281, -121.443332 37.743209, -121.443242 37.74321, -121.443241 37.743124, -121.443099 37.743125, -121.4431 37.743188, -121.443077 37.743188))",,"[8907929096, 8907929097, 8907929098, 8907929099, 8907929100, 8907929101, 8907929102, 8907929103, 8907929096]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996281,,,"POLYGON ((-121.442966 37.743212, -121.442903 37.743215, -121.442899 37.743164, -121.442757 37.74317, -121.442761 37.743228, -121.442796 37.743227, -121.442801 37.7433, -121.442971 37.743292, -121.442966 37.743212))",,"[8907929104, 8907929105, 8907929106, 8907929107, 8907929108, 8907929109, 8907929110, 8907929111, 8907929104]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996282,,,"POLYGON ((-121.443227 37.742922, -121.443062 37.742949, -121.443105 37.743116, -121.443249 37.743093, -121.443233 37.743032, -121.443254 37.743028, -121.443227 37.742922))",,"[8907929112, 8907929113, 8907929114, 8907929115, 8907929116, 8907929117, 8907929112]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996283,,,"POLYGON ((-121.442928 37.743079, -121.442895 37.742987, -121.44285 37.742997, -121.442837 37.742962, -121.442666 37.743, -121.442691 37.743069, -121.442748 37.743056, -121.442769 37.743115, -121.442928 37.743079))",,"[8907929118, 8907929119, 8907929120, 8907929121, 8907929122, 8907929123, 8907929124, 8907929125, 8907929118]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996284,,,"POLYGON ((-121.4429882 37.7428801, -121.4430156 37.7429169, -121.4431796 37.7428389, -121.4431262 37.7427681, -121.4430687 37.7427954, -121.4430328 37.7427483, -121.4428604 37.7428311, -121.4429222 37.7429111, -121.4429882 37.7428801))",,"[8907929126, 8907929127, 8907929128, 8907929129, 8907929130, 8907929131, 8907929132, 8907929133, 8907929126]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996285,,,"POLYGON ((-121.442583 37.742861, -121.442545 37.742893, -121.442612 37.742942, -121.442726 37.742847, -121.442676 37.74281, -121.442714 37.742778, -121.442638 37.742722, -121.442524 37.742818, -121.442583 37.742861))",,"[8907929134, 8907929135, 8907929136, 8907929137, 8907929138, 8907929139, 8907929140, 8907929141, 8907929134]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996286,,,"POLYGON ((-121.442931 37.742583, -121.442786 37.742686, -121.442913 37.742798, -121.443058 37.742695, -121.442931 37.742583))",,"[8907929142, 8907929143, 8907929144, 8907929145, 8907929142]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996287,,,"POLYGON ((-121.44271 37.74246, -121.44261 37.742542, -121.44264 37.742565, -121.442605 37.742594, -121.44272 37.742681, -121.442895 37.742538, -121.442819 37.74248, -121.442778 37.742513, -121.44271 37.74246))",,"[8907929147, 8907929148, 8907929149, 8907929150, 8907929151, 8907929152, 8907929153, 8907929154, 8907929147]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996288,,,"POLYGON ((-121.442423 37.742444, -121.442518 37.742495, -121.442477 37.742542, -121.442544 37.742579, -121.442695 37.742404, -121.442533 37.742317, -121.442423 37.742444))",,"[8907929155, 8907929156, 8907929157, 8907929158, 8907929159, 8907929160, 8907929155]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996289,,,"POLYGON ((-121.442271 37.742314, -121.442432 37.742397, -121.442499 37.742315, -121.44242 37.742274, -121.442438 37.742252, -121.442357 37.74221, -121.442271 37.742314))",,"[8907929161, 8907929162, 8907929163, 8907929164, 8907929165, 8907929166, 8907929161]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996290,,,"POLYGON ((-121.442343 37.742199, -121.442175 37.742122, -121.442083 37.742248, -121.442251 37.742325, -121.442343 37.742199))",,"[8907929167, 8907929168, 8907929169, 8907929170, 8907929167]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996291,,,"POLYGON ((-121.442157 37.742095, -121.442011 37.741996, -121.441869 37.742127, -121.442015 37.742226, -121.442157 37.742095))",,"[8907929171, 8907929172, 8907929173, 8907929174, 8907929171]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996292,,,"POLYGON ((-121.441971 37.741992, -121.441841 37.741859, -121.441699 37.741946, -121.441829 37.742079, -121.441971 37.741992))",,"[8907929175, 8907929176, 8907929177, 8907929178, 8907929175]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996293,,,"POLYGON ((-121.441572 37.742019, -121.441462 37.742098, -121.441533 37.742159, -121.441483 37.742195, -121.441547 37.742251, -121.441707 37.742136, -121.441572 37.742019))",,"[8907929179, 8907929180, 8907929181, 8907929182, 8907929183, 8907929184, 8907929179]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996294,,,"POLYGON ((-121.441883 37.742273, -121.441745 37.742184, -121.441674 37.742252, -121.441742 37.742296, -121.441687 37.74235, -121.441757 37.742395, -121.441883 37.742273))",,"[8907929185, 8907929186, 8907929187, 8907929188, 8907929189, 8907929190, 8907929185]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996295,,,"POLYGON ((-121.441909 37.742276, -121.441822 37.742366, -121.441885 37.742404, -121.441833 37.742459, -121.441912 37.742506, -121.442023 37.742391, -121.441937 37.742339, -121.441965 37.742309, -121.441909 37.742276))",,"[8907929191, 8907929192, 8907929193, 8907929194, 8907929195, 8907929196, 8907929197, 8907929198, 8907929191]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996296,,,"POLYGON ((-121.44224 37.74248, -121.442152 37.742431, -121.442121 37.742465, -121.44206 37.742431, -121.441963 37.742541, -121.442043 37.742586, -121.442071 37.742555, -121.44214 37.742593, -121.44224 37.74248))",,"[8907929199, 8907929200, 8907929201, 8907929202, 8907929203, 8907929204, 8907929205, 8907929206, 8907929199]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996297,,,"POLYGON ((-121.442224 37.742638, -121.442193 37.742676, -121.442275 37.742718, -121.442372 37.7426, -121.442318 37.742573, -121.442347 37.742538, -121.442256 37.742492, -121.442162 37.742606, -121.442224 37.742638))",,"[8907929207, 8907929208, 8907929209, 8907929210, 8907929211, 8907929212, 8907929213, 8907929214, 8907929207]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996298,,,"POLYGON ((-121.442583 37.742678, -121.442488 37.742626, -121.442467 37.74265, -121.442417 37.742623, -121.442311 37.742745, -121.442386 37.742786, -121.442413 37.742754, -121.442484 37.742793, -121.442583 37.742678))",,"[8907929215, 8907929216, 8907929217, 8907929218, 8907929219, 8907929220, 8907929221, 8907929222, 8907929215]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996299,,,"POLYGON ((-121.4414108 37.741625, -121.4414991 37.7417479, -121.4417102 37.741653, -121.4416219 37.7415301, -121.4414108 37.741625))",,"[8907929223, 8907929224, 8907929225, 8907929226, 8907929223]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996300,,,"POLYGON ((-121.44143 37.741544, -121.441613 37.74151, -121.441558 37.741327, -121.441375 37.741361, -121.44143 37.741544))",,"[8907929227, 8907929228, 8907929229, 8907929230, 8907929227]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996301,,,"POLYGON ((-121.441544 37.741305, -121.441507 37.741138, -121.441317 37.741165, -121.441337 37.741255, -121.441418 37.741244, -121.441435 37.74132, -121.441544 37.741305))",,"[8907929231, 8907929232, 8907929233, 8907929234, 8907929235, 8907929236, 8907929231]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996302,,,"POLYGON ((-121.441307 37.741042, -121.441398 37.741042, -121.441399 37.741116, -121.441509 37.741116, -121.441508 37.740944, -121.441307 37.740945, -121.441307 37.741042))",,"[8907929237, 8907929238, 8907929239, 8907929240, 8907929241, 8907929242, 8907929237]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996303,,,"POLYGON ((-121.441511 37.740924, -121.441511 37.740748, -121.441289 37.740748, -121.441289 37.740924, -121.441511 37.740924))",,"[8907929243, 8907929244, 8907929245, 8907929246, 8907929243]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996304,,,"POLYGON ((-121.441302 37.740718, -121.441495 37.740718, -121.441495 37.740578, -121.441302 37.740578, -121.441302 37.740718))",,"[8907929247, 8907929248, 8907929249, 8907929250, 8907929247]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996305,,,"POLYGON ((-121.440302 37.740678, -121.440048 37.740595, -121.440006 37.740677, -121.440259 37.74076, -121.440302 37.740678))",,"[8907929251, 8907929252, 8907929253, 8907929254, 8907929251]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996577,,,"POLYGON ((-121.441053 37.740795, -121.440973 37.740732, -121.440835 37.740841, -121.440957 37.740938, -121.441065 37.740853, -121.441022 37.740819, -121.441053 37.740795))",,"[8907905489, 8907905490, 8907905491, 8907905492, 8907905493, 8907905494, 8907905489]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996578,,,"POLYGON ((-121.440682 37.740602, -121.44063 37.740739, -121.440781 37.740775, -121.440834 37.740638, -121.440682 37.740602))",,"[8907905495, 8907905496, 8907905497, 8907905498, 8907905495]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996579,,,"POLYGON ((-121.440387 37.740746, -121.440465 37.740746, -121.440465 37.74078, -121.440562 37.74078, -121.440562 37.740646, -121.440492 37.740646, -121.440492 37.740608, -121.440387 37.740608, -121.440387 37.740746))",,"[8907905499, 8907905500, 8907905501, 8907905502, 8907905503, 8907905504, 8907905505, 8907905506, 8907905499]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996580,,,"POLYGON ((-121.440619 37.741169, -121.440618 37.741095, -121.440562 37.741095, -121.440562 37.74104, -121.440406 37.74104, -121.440407 37.74113, -121.440452 37.74113, -121.440452 37.741169, -121.440619 37.741169))",,"[8907905507, 8907905508, 8907905509, 8907905510, 8907905511, 8907905512, 8907905513, 8907905514, 8907905507]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996581,,,"POLYGON ((-121.440044 37.741115, -121.440044 37.741183, -121.440221 37.741183, -121.440221 37.741131, -121.440264 37.741131, -121.440264 37.741024, -121.440108 37.741024, -121.440108 37.741115, -121.440044 37.741115))",,"[8907905515, 8907905516, 8907931517, 8907931518, 8907931519, 8907931520, 8907931521, 8907931522, 8907905515]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996582,,,"POLYGON ((-121.439676 37.740811, -121.439503 37.740811, -121.439502 37.740894, -121.439587 37.740895, -121.439586 37.740951, -121.43973 37.740952, -121.43973 37.740873, -121.439675 37.740873, -121.439676 37.740811))",,"[8907931523, 8907931524, 8907931525, 8907931526, 8907931527, 8907931528, 8907931529, 8907931530, 8907931523]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996583,,,"POLYGON ((-121.439301 37.740865, -121.439301 37.740754, -121.439159 37.740754, -121.439159 37.740865, -121.439301 37.740865))",,"[8907931531, 8907931532, 8907931533, 8907931534, 8907931531]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996584,,,"POLYGON ((-121.438826 37.740748, -121.438644 37.740748, -121.438644 37.740867, -121.438826 37.740867, -121.438826 37.740748))",,"[8907931536, 8907931537, 8907931538, 8907931539, 8907931536]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996585,,,"POLYGON ((-121.4383161 37.7407493, -121.4381783 37.740751, -121.4381779 37.7408663, -121.4383184 37.7408665, -121.4383184 37.7408232, -121.4383161 37.7407493))",,"[8907931541, 8907931542, 8907931543, 8907931544, 8910704814, 8907931541]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996586,,,"POLYGON ((-121.435871 37.740292, -121.435871 37.740525, -121.436005 37.740525, -121.436005 37.740404, -121.436136 37.740404, -121.436136 37.740292, -121.435871 37.740292))",,"[8907931545, 8907931546, 8907931547, 8907931548, 8907931549, 8907931550, 8907931545]",,,,,,,,,yes,,,alcohol,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996587,Chase,,"POLYGON ((-121.4359125 37.7399653, -121.4359117 37.7400814, -121.4359373 37.7400815, -121.4359371 37.7401147, -121.4359844 37.740115, -121.4359835 37.7402459, -121.4361423 37.7402466, -121.4361432 37.7401223, -121.4361701 37.7401224, -121.4361704 37.7400807, -121.43618 37.7400808, -121.4361808 37.7399666, -121.4359125 37.7399653))",,"[8907931551, 10284363433, 10284363434, 8907931552, 8907931553, 8907931554, 8907931555, 8907931556, 8907931557, 10284363436, 10284363435, 8907931558, 8907931551]",,,,,,,Chase,Q524629,yes,,,,,,,bank,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996588,California Check Cashing Stores,,"POLYGON ((-121.436797 37.7399876, -121.4367963 37.7398423, -121.4366966 37.7398426, -121.4366576 37.7398748, -121.4366582 37.739988, -121.436797 37.7399876))",,"[8907931559, 8907931560, 10284363417, 8907931561, 8907931562, 8907931559]",,,,,,,California Check Cashing Stores,Q64390932,yes,,,money_lender,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996589,,,"POLYGON ((-121.4350581 37.7403075, -121.4350591 37.7404345, -121.4351151 37.7404345, -121.4351161 37.7405275, -121.4353271 37.7405265, -121.4353261 37.7404305, -121.4353771 37.7404305, -121.4353761 37.7403055, -121.4350581 37.7403075))",,"[8907931563, 8907931564, 8907931565, 8907931566, 8907931567, 8907931568, 8907931569, 8907931570, 8907931563]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996590,,,"POLYGON ((-121.434926 37.740744, -121.434926 37.741168, -121.435331 37.741168, -121.435331 37.740744, -121.434926 37.740744))",,"[8907931571, 8907931572, 8907931573, 8907931574, 8907931571]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996591,,,"POLYGON ((-121.436478 37.7408524, -121.4365466 37.7409373, -121.4366901 37.7408656, -121.4366213 37.7407797, -121.436478 37.7408524))",,"[8907931575, 8907931576, 8907931577, 8907931578, 8907931575]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996592,,,"POLYGON ((-121.436344 37.740942, -121.436419 37.74104, -121.436509 37.740997, -121.436559 37.741062, -121.436595 37.741045, -121.43647 37.740882, -121.436344 37.740942))",,"[8907931579, 8907931580, 8907931581, 8907931582, 8907931583, 8907931584, 8907931579]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996593,,,"POLYGON ((-121.436199 37.741011, -121.43623 37.741053, -121.436258 37.74104, -121.436301 37.741097, -121.436392 37.741055, -121.436318 37.740955, -121.436199 37.741011))",,"[8907931585, 8907931586, 8907931587, 8907931588, 8907931589, 8907931590, 8907931585]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996594,,,"POLYGON ((-121.436182 37.74105, -121.436072 37.741111, -121.43614 37.741187, -121.436184 37.741163, -121.43622 37.741203, -121.436285 37.741167, -121.436182 37.74105))",,"[8907931591, 8907931592, 8907931593, 8907931594, 8907931595, 8907931596, 8907931591]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996595,,,"POLYGON ((-121.436064 37.741142, -121.43595 37.741207, -121.436038 37.741303, -121.436152 37.741238, -121.436064 37.741142))",,"[8907931597, 8907931598, 8907931599, 8907931600, 8907931597]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996596,,,"POLYGON ((-121.436742 37.740928, -121.436612 37.741002, -121.436693 37.741091, -121.436823 37.741016, -121.436742 37.740928))",,"[8907931601, 8907931602, 8907931603, 8907931604, 8907931601]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996597,,,"POLYGON ((-121.436797 37.74108, -121.436688 37.74113, -121.436726 37.741183, -121.436676 37.741206, -121.436717 37.741261, -121.436877 37.741187, -121.436797 37.74108))",,"[8907931605, 8907931606, 8907931607, 8907931608, 8907931609, 8907931610, 8907931605]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996598,,,"POLYGON ((-121.436376 37.741444, -121.436303 37.741348, -121.436195 37.7414, -121.436267 37.741496, -121.436376 37.741444))",,"[8907931611, 8907931612, 8907931613, 8907931614, 8907931611]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996599,,,"POLYGON ((-121.436322 37.741783, -121.436452 37.741783, -121.436452 37.741702, -121.43638 37.741701, -121.43638 37.741641, -121.436304 37.741641, -121.436303 37.741701, -121.436243 37.741701, -121.436242 37.741819, -121.436321 37.741819, -121.436322 37.741783))",,"[8907931615, 8907931616, 8907931617, 8907931618, 8907931619, 8907931620, 8907931621, 8907931622, 8907931623, 8907931624, 8907931615]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996600,,,"POLYGON ((-121.435528 37.741572, -121.435587 37.741656, -121.435707 37.741603, -121.435648 37.741519, -121.435528 37.741572))",,"[8907931625, 8907931626, 8907931627, 8907931628, 8907931625]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962996601,,,"POLYGON ((-121.435404 37.741733, -121.435471 37.741802, -121.435596 37.741726, -121.435529 37.741658, -121.435404 37.741733))",,"[8907931629, 8907931630, 8907931631, 8907931632, 8907931629]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
